customer_id,transaction_date,amount,category,persona
6,2024-12-18,369.35,Sports,premium
6,2024-12-19,232.85,Groceries,premium
6,2024-12-22,347.97,Fashion,premium
6,2024-12-22,356.16,Sports,premium
6,2024-12-23,396.2,Groceries,premium
6,2024-12-24,315.89,Groceries,premium
6,2024-12-26,273.7,Fashion,premium
6,2024-12-27,414.26,Home,premium
6,2024-12-27,130.04,Electronics,premium
6,2024-12-27,230.78,Electronics,premium
6,2024-12-28,310.62,Sports,premium
6,2024-12-28,341.16,Electronics,premium
6,2024-12-28,191.11,Home,premium
7,2024-10-14,358.72,Travel,premium
7,2024-11-04,372.35,Fashion,premium
7,2024-11-07,241.81,Travel,premium
7,2024-11-11,226.86,Home,premium
7,2024-11-13,388.81,Travel,premium
7,2024-11-16,398.26,Books,premium
7,2024-11-21,209.64,Books,premium
7,2024-11-24,222.05,Travel,premium
7,2024-11-26,129.94,Travel,premium
7,2024-11-26,395.5,Electronics,premium
7,2024-11-30,126.81,Electronics,premium
7,2024-12-02,331.8,Fashion,premium
7,2024-12-03,322.88,Home,premium
7,2024-12-04,319.41,Electronics,premium
7,2024-12-04,287.11,Fashion,premium
7,2024-12-07,284.59,Travel,premium
7,2024-12-08,212.47,Books,premium
7,2024-12-08,297.93,Travel,premium
7,2024-12-09,281.01,Electronics,premium
7,2024-12-10,317.89,Books,premium
7,2024-12-10,284.35,Fashion,premium
7,2024-12-11,223.85,Fashion,premium
7,2024-12-12,202.63,Travel,premium
7,2024-12-14,208.22,Fashion,premium
7,2024-12-15,402.07,Home,premium
7,2024-12-15,271.13,Electronics,premium
7,2024-12-16,358.1,Travel,premium
7,2024-12-16,212.82,Books,premium
7,2024-12-16,232.05,Books,premium
7,2024-12-16,219.45,Travel,premium
7,2024-12-17,209.99,Fashion,premium
8,2024-10-12,247.72,Home,premium
8,2024-11-04,300.75,Home,premium
8,2024-11-09,304.19,Groceries,premium
8,2024-11-16,280.42,Groceries,premium
8,2024-11-21,283.76,Groceries,premium
8,2024-11-26,254.96,Fashion,premium
8,2024-11-28,152.07,Groceries,premium
8,2024-12-06,289.62,Fashion,premium
8,2024-12-07,321.16,Groceries,premium
8,2024-12-07,364.84,Home,premium
8,2024-12-10,403.31,Home,premium
8,2024-12-12,299.39,Fashion,premium
8,2024-12-12,443.79,Home,premium
8,2024-12-12,374.34,Fashion,premium
8,2024-12-13,285.4,Groceries,premium
8,2024-12-18,234.94,Home,premium
8,2024-12-18,483.14,Home,premium
8,2024-12-19,327.5,Home,premium
8,2024-12-19,377.03,Home,premium
8,2024-12-19,298.68,Fashion,premium
8,2024-12-20,344.21,Fashion,premium
8,2024-12-20,408.85,Home,premium
9,2024-11-01,414.63,Travel,premium
9,2024-11-19,470.53,Fashion,premium
9,2024-11-22,182.52,Fashion,premium
9,2024-11-23,187.17,Beauty,premium
9,2024-11-25,437.14,Groceries,premium
9,2024-11-26,264.22,Books,premium
9,2024-11-29,294.52,Travel,premium
9,2024-11-29,217.98,Fashion,premium
9,2024-11-29,295.37,Fashion,premium
9,2024-12-02,407.77,Books,premium
9,2024-12-03,312.02,Groceries,premium
9,2024-12-03,217.24,Travel,premium
9,2024-12-03,269.77,Groceries,premium
9,2024-12-04,203.56,Groceries,premium
9,2024-12-05,215.16,Books,premium
9,2024-12-05,207.64,Travel,premium
9,2024-12-06,228.27,Travel,premium
9,2024-12-06,193.48,Beauty,premium
9,2024-12-07,297.46,Travel,premium
9,2024-12-07,352.85,Fashion,premium
9,2024-12-08,279.36,Travel,premium
9,2024-12-08,398.4,Fashion,premium
9,2024-12-09,446.76,Travel,premium
9,2024-12-09,391.27,Groceries,premium
9,2024-12-09,158.15,Travel,premium
9,2024-12-11,189.13,Fashion,premium
9,2024-12-11,166.78,Groceries,premium
9,2024-12-11,327.63,Books,premium
9,2024-12-13,319.73,Books,premium
9,2024-12-13,264.46,Books,premium
9,2024-12-13,243.35,Travel,premium
10,2024-10-07,439.76,Beauty,premium
10,2024-10-20,438.72,Electronics,premium
10,2024-11-05,233.39,Electronics,premium
10,2024-11-07,300.87,Groceries,premium
10,2024-11-12,322.38,Home,premium
10,2024-11-14,395.33,Groceries,premium
10,2024-11-15,316.12,Beauty,premium
10,2024-11-16,331.5,Electronics,premium
10,2024-11-16,293.58,Fashion,premium
10,2024-11-22,287.15,Home,premium
10,2024-11-25,286.93,Fashion,premium
10,2024-11-25,267.55,Electronics,premium
10,2024-11-26,307.01,Fashion,premium
10,2024-11-27,247.05,Home,premium
10,2024-11-27,311.56,Home,premium
10,2024-11-30,246.32,Beauty,premium
10,2024-12-01,258.08,Beauty,premium
10,2024-12-04,328.65,Groceries,premium
10,2024-12-04,239.94,Home,premium
10,2024-12-07,432.56,Electronics,premium
11,2024-10-10,284.39,Groceries,premium
11,2024-11-27,390.87,Beauty,premium
11,2024-12-04,360.69,Home,premium
11,2024-12-05,218.1,Groceries,premium
11,2024-12-05,180.43,Home,premium
11,2024-12-06,293.65,Beauty,premium
11,2024-12-06,346.85,Groceries,premium
11,2024-12-07,332.35,Beauty,premium
11,2024-12-07,275.55,Home,premium
11,2024-12-08,294.44,Fashion,premium
11,2024-12-08,491.49,Fashion,premium
11,2024-12-11,288.75,Beauty,premium
11,2024-12-12,338.06,Fashion,premium
11,2024-12-13,297.35,Home,premium
11,2024-12-13,315.37,Fashion,premium
11,2024-12-13,430.56,Home,premium
11,2024-12-14,387.63,Groceries,premium
11,2024-12-14,294.71,Home,premium
11,2024-12-14,288.01,Groceries,premium
11,2024-12-14,200.83,Fashion,premium
11,2024-12-15,269.94,Home,premium
11,2024-12-16,483.1,Fashion,premium
11,2024-12-16,321.92,Groceries,premium
11,2024-12-17,267.36,Beauty,premium
11,2024-12-18,245.85,Fashion,premium
11,2024-12-19,348.18,Groceries,premium
11,2024-12-20,94.34,Home,premium
11,2024-12-20,176.8,Home,premium
11,2024-12-21,176.39,Groceries,premium
11,2024-12-21,159.78,Beauty,premium
12,2024-10-06,363.2,Groceries,premium
12,2024-11-04,199.95,Groceries,premium
12,2024-11-06,157.23,Groceries,premium
12,2024-11-10,503.68,Groceries,premium
12,2024-11-11,251.48,Sports,premium
12,2024-11-20,299.06,Fashion,premium
12,2024-11-22,288.78,Groceries,premium
12,2024-11-23,265.29,Groceries,premium
12,2024-11-24,285.09,Fashion,premium
12,2024-11-24,356.12,Travel,premium
12,2024-11-26,259.45,Fashion,premium
12,2024-11-26,361.94,Travel,premium
12,2024-11-27,218.36,Travel,premium
12,2024-11-28,230.08,Fashion,premium
12,2024-11-29,143.32,Fashion,premium
12,2024-11-29,360.83,Travel,premium
12,2024-11-30,291.46,Sports,premium
12,2024-12-01,358.26,Groceries,premium
12,2024-12-01,379.98,Sports,premium
12,2024-12-02,313.63,Sports,premium
12,2024-12-03,144.54,Groceries,premium
12,2024-12-03,207.96,Travel,premium
13,2024-10-16,300.96,Fashion,premium
13,2024-10-23,149.63,Sports,premium
13,2024-11-07,324.15,Books,premium
13,2024-11-11,362.33,Books,premium
13,2024-11-13,317.81,Fashion,premium
13,2024-11-14,246.06,Electronics,premium
13,2024-11-14,228.3,Fashion,premium
13,2024-11-16,413.24,Fashion,premium
13,2024-11-17,361.15,Books,premium
13,2024-11-18,254.14,Fashion,premium
13,2024-11-20,371.45,Fashion,premium
13,2024-11-20,321.41,Electronics,premium
13,2024-11-20,221.94,Books,premium
13,2024-11-22,165.25,Books,premium
13,2024-11-22,326.48,Electronics,premium
13,2024-11-24,206.14,Sports,premium
13,2024-11-25,171.87,Electronics,premium
13,2024-11-25,325.92,Fashion,premium
13,2024-11-26,139.71,Books,premium
13,2024-11-26,139.62,Home,premium
13,2024-11-27,270.09,Electronics,premium
13,2024-11-28,233.95,Electronics,premium
13,2024-11-28,289.76,Books,premium
13,2024-11-28,309.97,Fashion,premium
13,2024-11-29,196.09,Books,premium
13,2024-11-29,178.56,Sports,premium
13,2024-12-01,173.67,Sports,premium
13,2024-12-01,341.44,Sports,premium
13,2024-12-01,408.1,Electronics,premium
13,2024-12-02,319.98,Home,premium
13,2024-12-02,322.61,Electronics,premium
13,2024-12-03,329.74,Electronics,premium
14,2024-08-27,314.37,Home,premium
14,2024-10-05,296.62,Fashion,premium
14,2024-10-27,123.8,Fashion,premium
14,2024-10-31,257.64,Books,premium
14,2024-11-07,264.58,Groceries,premium
14,2024-11-15,267.68,Fashion,premium
14,2024-11-19,370.33,Groceries,premium
14,2024-11-21,273.57,Home,premium
14,2024-11-29,455.29,Groceries,premium
14,2024-12-02,307.21,Sports,premium
14,2024-12-12,196.6,Sports,premium
14,2024-12-13,382.23,Books,premium
14,2024-12-14,443.39,Fashion,premium
14,2024-12-18,318.81,Home,premium
15,2024-10-23,266.25,Electronics,premium
15,2024-11-02,244.36,Books,premium
15,2024-11-17,396.27,Groceries,premium
15,2024-11-27,131.09,Beauty,premium
15,2024-11-28,256.02,Books,premium
15,2024-11-29,333.38,Electronics,premium
15,2024-11-30,409.12,Groceries,premium
15,2024-12-01,277.23,Electronics,premium
16,2024-09-29,343.67,Electronics,premium
16,2024-10-07,363.88,Travel,premium
16,2024-10-26,235.82,Electronics,premium
16,2024-11-03,330.63,Home,premium
16,2024-11-04,468.59,Books,premium
16,2024-11-07,355.03,Home,premium
16,2024-11-14,230.98,Home,premium
16,2024-11-15,248.98,Travel,premium
16,2024-11-23,323.48,Home,premium
16,2024-11-30,366.69,Travel,premium
16,2024-12-02,265.84,Travel,premium
16,2024-12-02,216.14,Books,premium
16,2024-12-05,350.73,Books,premium
16,2024-12-06,203.95,Books,premium
16,2024-12-08,238.59,Home,premium
16,2024-12-08,297.9,Books,premium
16,2024-12-09,5.0,Home,premium
16,2024-12-12,210.38,Travel,premium
16,2024-12-12,240.84,Books,premium
16,2024-12-12,363.53,Electronics,premium
16,2024-12-12,148.85,Books,premium
16,2024-12-13,317.0,Electronics,premium
16,2024-12-13,327.25,Home,premium
16,2024-12-13,368.7,Travel,premium
16,2024-12-15,312.45,Travel,premium
17,2024-10-30,265.09,Sports,premium
17,2024-11-08,247.63,Electronics,premium
17,2024-11-14,290.64,Sports,premium
17,2024-11-15,223.99,Travel,premium
17,2024-11-27,441.63,Electronics,premium
17,2024-11-28,220.81,Groceries,premium
17,2024-11-28,229.67,Sports,premium
17,2024-12-01,266.52,Fashion,premium
17,2024-12-02,270.96,Electronics,premium
17,2024-12-03,182.01,Sports,premium
17,2024-12-05,383.89,Fashion,premium
17,2024-12-07,288.61,Electronics,premium
17,2024-12-07,317.1,Electronics,premium
17,2024-12-07,326.23,Fashion,premium
17,2024-12-08,262.21,Groceries,premium
17,2024-12-10,188.24,Groceries,premium
17,2024-12-10,181.82,Sports,premium
17,2024-12-11,412.81,Groceries,premium
17,2024-12-15,276.35,Electronics,premium
17,2024-12-15,299.47,Travel,premium
17,2024-12-16,179.88,Electronics,premium
17,2024-12-17,395.5,Fashion,premium
17,2024-12-18,307.42,Fashion,premium
17,2024-12-19,316.54,Travel,premium
17,2024-12-19,331.42,Electronics,premium
17,2024-12-19,386.33,Groceries,premium
17,2024-12-20,267.07,Sports,premium
17,2024-12-20,172.7,Electronics,premium
18,2024-10-16,276.73,Groceries,premium
18,2024-10-25,199.87,Fashion,premium
18,2024-10-28,257.51,Groceries,premium
18,2024-11-03,359.11,Groceries,premium
18,2024-11-06,329.86,Groceries,premium
18,2024-11-12,391.95,Groceries,premium
18,2024-11-16,353.97,Sports,premium
18,2024-11-17,424.96,Groceries,premium
18,2024-11-17,308.63,Groceries,premium
18,2024-11-18,321.45,Fashion,premium
18,2024-11-19,384.64,Fashion,premium
18,2024-11-20,332.11,Groceries,premium
18,2024-11-21,438.12,Groceries,premium
18,2024-11-25,271.93,Fashion,premium
18,2024-11-26,399.89,Sports,premium
18,2024-11-27,262.25,Groceries,premium
18,2024-11-28,182.84,Groceries,premium
18,2024-11-29,418.58,Sports,premium
18,2024-12-01,366.01,Sports,premium
18,2024-12-03,155.39,Groceries,premium
18,2024-12-04,364.35,Sports,premium
18,2024-12-04,321.83,Fashion,premium
18,2024-12-05,234.1,Fashion,premium
18,2024-12-05,175.1,Sports,premium
18,2024-12-05,375.88,Fashion,premium
18,2024-12-06,189.77,Fashion,premium
19,2024-10-25,71.21,Groceries,premium
19,2024-12-04,310.29,Sports,premium
19,2024-12-05,208.49,Sports,premium
19,2024-12-08,268.84,Beauty,premium
19,2024-12-09,403.38,Fashion,premium
19,2024-12-10,424.36,Groceries,premium
19,2024-12-12,301.46,Sports,premium
19,2024-12-15,222.91,Sports,premium
19,2024-12-16,363.76,Sports,premium
19,2024-12-16,256.38,Beauty,premium
19,2024-12-17,417.34,Fashion,premium
19,2024-12-17,403.01,Sports,premium
19,2024-12-17,218.64,Groceries,premium
19,2024-12-18,219.19,Beauty,premium
19,2024-12-19,126.51,Sports,premium
19,2024-12-20,227.38,Groceries,premium
19,2024-12-20,209.04,Sports,premium
19,2024-12-21,313.93,Fashion,premium
19,2024-12-22,327.02,Sports,premium
19,2024-12-22,289.21,Fashion,premium
19,2024-12-23,176.28,Beauty,premium
19,2024-12-23,158.99,Sports,premium
19,2024-12-23,320.31,Sports,premium
19,2024-12-23,107.69,Sports,premium
19,2024-12-25,242.58,Beauty,premium
19,2024-12-26,423.29,Beauty,premium
19,2024-12-29,406.72,Fashion,premium
20,2024-11-04,295.86,Electronics,premium
20,2024-11-06,259.23,Travel,premium
20,2024-11-09,329.44,Groceries,premium
20,2024-11-14,291.28,Travel,premium
20,2024-11-22,347.13,Groceries,premium
20,2024-11-24,425.23,Electronics,premium
20,2024-11-27,307.39,Sports,premium
20,2024-11-28,191.07,Travel,premium
20,2024-11-29,253.24,Sports,premium
20,2024-11-30,296.5,Travel,premium
20,2024-11-30,304.19,Groceries,premium
20,2024-12-01,217.17,Groceries,premium
20,2024-12-03,271.08,Groceries,premium
20,2024-12-03,341.43,Groceries,premium
20,2024-12-04,250.86,Travel,premium
20,2024-12-04,340.23,Sports,premium
20,2024-12-05,162.47,Sports,premium
20,2024-12-07,208.07,Travel,premium
20,2024-12-07,368.74,Groceries,premium
20,2024-12-07,163.04,Sports,premium
20,2024-12-08,118.44,Travel,premium
20,2024-12-09,365.71,Travel,premium
20,2024-12-09,365.09,Sports,premium
20,2024-12-09,459.69,Electronics,premium
20,2024-12-09,283.34,Electronics,premium
20,2024-12-09,261.41,Groceries,premium
20,2024-12-09,381.53,Travel,premium
20,2024-12-10,335.82,Sports,premium
20,2024-12-10,329.79,Groceries,premium
20,2024-12-10,284.67,Groceries,premium
20,2024-12-10,149.55,Electronics,premium
20,2024-12-10,293.68,Sports,premium
20,2024-12-10,361.8,Groceries,premium
20,2024-12-10,105.14,Groceries,premium
20,2024-12-11,294.35,Travel,premium
20,2024-12-11,425.66,Sports,premium
20,2024-12-11,353.33,Travel,premium
21,2024-10-14,297.91,Electronics,premium
21,2024-11-10,389.13,Books,premium
21,2024-11-16,317.76,Fashion,premium
21,2024-11-16,291.14,Sports,premium
21,2024-11-17,283.91,Books,premium
21,2024-11-21,283.25,Sports,premium
21,2024-11-22,319.97,Sports,premium
21,2024-11-23,176.29,Books,premium
21,2024-11-24,180.49,Books,premium
21,2024-11-25,224.57,Electronics,premium
21,2024-11-25,344.23,Electronics,premium
21,2024-11-27,235.16,Fashion,premium
21,2024-11-30,226.12,Electronics,premium
21,2024-11-30,302.32,Sports,premium
21,2024-11-30,457.82,Fashion,premium
21,2024-11-30,180.97,Books,premium
21,2024-12-01,330.7,Fashion,premium
21,2024-12-01,313.1,Books,premium
21,2024-12-02,377.97,Electronics,premium
21,2024-12-02,409.87,Fashion,premium
21,2024-12-03,235.4,Books,premium
21,2024-12-04,170.42,Books,premium
21,2024-12-04,305.15,Fashion,premium
22,2024-10-21,160.03,Groceries,premium
22,2024-10-30,173.63,Home,premium
22,2024-10-31,123.91,Beauty,premium
22,2024-11-04,229.69,Books,premium
22,2024-11-09,384.9,Home,premium
22,2024-11-10,335.55,Beauty,premium
22,2024-11-11,379.93,Books,premium
22,2024-11-11,255.99,Travel,premium
22,2024-11-12,93.15,Books,premium
22,2024-11-13,240.06,Groceries,premium
22,2024-11-13,285.84,Travel,premium
22,2024-11-13,342.41,Beauty,premium
22,2024-11-18,465.55,Home,premium
22,2024-11-18,311.47,Travel,premium
22,2024-11-19,292.43,Books,premium
22,2024-11-20,477.26,Home,premium
22,2024-11-21,225.44,Travel,premium
22,2024-11-21,186.04,Electronics,premium
22,2024-11-21,182.37,Travel,premium
22,2024-11-22,222.51,Groceries,premium
22,2024-11-23,235.94,Home,premium
22,2024-11-23,345.06,Books,premium
22,2024-11-26,309.22,Books,premium
23,2024-10-23,48.94,Travel,premium
23,2024-10-27,303.46,Groceries,premium
23,2024-10-28,183.22,Beauty,premium
23,2024-11-05,327.99,Beauty,premium
23,2024-11-11,202.68,Groceries,premium
23,2024-11-11,313.38,Home,premium
23,2024-11-12,262.92,Beauty,premium
23,2024-11-15,399.26,Beauty,premium
23,2024-11-16,234.91,Home,premium
23,2024-11-17,247.13,Travel,premium
23,2024-11-18,230.93,Travel,premium
23,2024-11-21,255.8,Travel,premium
23,2024-11-23,281.25,Groceries,premium
23,2024-11-24,221.7,Travel,premium
23,2024-11-25,314.96,Travel,premium
23,2024-11-27,375.25,Home,premium
23,2024-11-27,319.96,Groceries,premium
23,2024-11-28,463.09,Beauty,premium
23,2024-11-29,170.65,Groceries,premium
23,2024-11-29,262.02,Groceries,premium
23,2024-11-29,376.62,Home,premium
23,2024-11-30,254.67,Home,premium
23,2024-11-30,233.88,Beauty,premium
23,2024-11-30,72.72,Beauty,premium
23,2024-12-02,349.05,Beauty,premium
23,2024-12-02,216.28,Travel,premium
23,2024-12-03,161.69,Home,premium
23,2024-12-03,294.67,Beauty,premium
23,2024-12-03,200.47,Travel,premium
23,2024-12-04,277.52,Groceries,premium
23,2024-12-04,375.73,Groceries,premium
23,2024-12-04,267.32,Home,premium
24,2024-10-05,362.09,Beauty,premium
24,2024-10-11,282.56,Books,premium
24,2024-10-16,219.73,Beauty,premium
24,2024-11-06,287.09,Beauty,premium
24,2024-11-08,417.77,Electronics,premium
24,2024-11-11,250.77,Electronics,premium
24,2024-11-21,294.77,Books,premium
24,2024-11-30,215.8,Sports,premium
24,2024-12-02,383.9,Electronics,premium
24,2024-12-04,376.03,Books,premium
24,2024-12-08,227.45,Books,premium
24,2024-12-09,243.89,Beauty,premium
24,2024-12-10,245.12,Beauty,premium
24,2024-12-12,374.86,Electronics,premium
24,2024-12-13,337.52,Sports,premium
24,2024-12-14,328.57,Sports,premium
25,2024-11-08,319.28,Beauty,premium
25,2024-11-14,338.79,Beauty,premium
25,2024-11-21,196.9,Sports,premium
25,2024-11-24,320.23,Sports,premium
25,2024-11-25,311.98,Beauty,premium
25,2024-11-29,227.89,Sports,premium
25,2024-12-01,282.44,Groceries,premium
25,2024-12-02,160.65,Groceries,premium
25,2024-12-05,304.71,Home,premium
25,2024-12-05,416.18,Home,premium
25,2024-12-06,128.07,Beauty,premium
25,2024-12-08,286.27,Beauty,premium
25,2024-12-08,340.27,Beauty,premium
25,2024-12-12,310.49,Home,premium
25,2024-12-12,230.21,Sports,premium
25,2024-12-13,318.25,Sports,premium
25,2024-12-14,263.28,Sports,premium
25,2024-12-14,211.96,Sports,premium
25,2024-12-17,300.85,Groceries,premium
25,2024-12-18,167.96,Sports,premium
25,2024-12-18,184.33,Home,premium
25,2024-12-19,315.57,Groceries,premium
25,2024-12-20,302.24,Sports,premium
25,2024-12-20,396.38,Sports,premium
25,2024-12-21,217.21,Sports,premium
25,2024-12-21,331.86,Home,premium
25,2024-12-21,164.01,Beauty,premium
25,2024-12-22,191.5,Beauty,premium
25,2024-12-22,337.79,Home,premium
25,2024-12-23,250.17,Sports,premium
25,2024-12-23,214.63,Groceries,premium
26,2024-09-23,278.4,Electronics,premium
26,2024-10-19,226.68,Electronics,premium
26,2024-10-21,255.49,Groceries,premium
26,2024-11-07,285.25,Home,premium
26,2024-11-13,200.61,Travel,premium
26,2024-11-14,310.87,Home,premium
26,2024-11-22,324.26,Groceries,premium
26,2024-11-24,240.5,Travel,premium
26,2024-11-24,207.64,Home,premium
26,2024-11-27,255.75,Groceries,premium
26,2024-11-30,228.93,Home,premium
27,2024-10-21,305.85,Fashion,premium
27,2024-10-22,268.19,Sports,premium
27,2024-10-27,362.64,Beauty,premium
27,2024-11-08,264.4,Beauty,premium
27,2024-11-11,62.87,Beauty,premium
27,2024-11-12,216.04,Books,premium
27,2024-11-15,277.8,Travel,premium
27,2024-11-19,421.78,Travel,premium
27,2024-11-20,242.85,Travel,premium
27,2024-11-21,252.31,Books,premium
27,2024-11-22,308.28,Home,premium
27,2024-11-24,289.72,Books,premium
27,2024-11-27,203.68,Home,premium
27,2024-11-29,203.71,Fashion,premium
27,2024-12-01,353.09,Fashion,premium
27,2024-12-01,215.75,Travel,premium
28,2024-09-15,221.75,Beauty,premium
28,2024-09-23,245.86,Sports,premium
28,2024-10-02,236.65,Beauty,premium
28,2024-10-16,296.05,Beauty,premium
28,2024-10-23,371.89,Electronics,premium
28,2024-10-27,256.36,Sports,premium
28,2024-10-31,292.19,Beauty,premium
28,2024-11-01,213.79,Sports,premium
28,2024-11-07,286.89,Sports,premium
28,2024-11-10,178.69,Sports,premium
28,2024-11-12,275.36,Sports,premium
28,2024-11-15,314.92,Sports,premium
28,2024-11-17,352.31,Electronics,premium
28,2024-11-18,421.59,Sports,premium
28,2024-11-20,197.25,Electronics,premium
28,2024-11-21,281.66,Electronics,premium
28,2024-11-21,221.76,Travel,premium
28,2024-11-22,228.22,Travel,premium
28,2024-11-22,275.29,Beauty,premium
28,2024-11-23,228.32,Electronics,premium
29,2024-10-11,215.1,Groceries,premium
29,2024-11-06,354.74,Beauty,premium
29,2024-11-10,182.47,Books,premium
29,2024-11-21,289.42,Beauty,premium
29,2024-11-21,228.52,Fashion,premium
29,2024-11-21,362.4,Travel,premium
29,2024-11-25,258.76,Beauty,premium
29,2024-11-25,318.67,Groceries,premium
29,2024-11-27,245.89,Travel,premium
29,2024-11-27,287.17,Books,premium
29,2024-11-28,235.94,Beauty,premium
29,2024-11-28,355.54,Beauty,premium
29,2024-11-28,307.21,Groceries,premium
29,2024-11-30,236.6,Travel,premium
29,2024-12-02,195.01,Beauty,premium
29,2024-12-03,314.26,Electronics,premium
29,2024-12-05,184.88,Fashion,premium
29,2024-12-05,259.58,Travel,premium
29,2024-12-05,374.99,Groceries,premium
30,2024-10-27,125.11,Electronics,premium
30,2024-11-14,290.07,Fashion,premium
30,2024-11-15,321.11,Home,premium
30,2024-11-16,294.37,Fashion,premium
30,2024-11-16,337.89,Fashion,premium
30,2024-11-16,333.4,Electronics,premium
30,2024-11-16,312.79,Electronics,premium
30,2024-11-16,260.7,Electronics,premium
30,2024-11-20,202.7,Home,premium
30,2024-11-21,292.01,Travel,premium
30,2024-11-21,368.57,Home,premium
30,2024-11-21,270.37,Travel,premium
30,2024-11-22,300.23,Travel,premium
30,2024-11-22,274.92,Electronics,premium
30,2024-11-23,237.17,Home,premium
30,2024-11-23,272.76,Travel,premium
30,2024-11-23,262.25,Home,premium
30,2024-11-23,313.73,Fashion,premium
30,2024-11-25,321.05,Travel,premium
30,2024-11-26,259.24,Electronics,premium
30,2024-11-27,351.09,Home,premium
